method|timestamp|throughput|duration(ms)|noTuples|noPartitions|noThreads
Independent|2022-03-01 13:47:07|795359.0820163107|21.093888759613037|16777216|14|3
Concurrent|2022-03-01 13:47:41|1161498.708639691|14.44445514678955|16777216|14|3
Independent|2022-03-01 13:48:21|950364.8054341363|17.653448343276978|16777216|16|3
Concurrent|2022-03-01 13:49:01|846785.198224966|19.812835693359375|16777216|16|3
Independent|2022-03-01 13:49:43|973927.6854115084|17.226346731185913|16777216|18|3
Concurrent|2022-03-01 13:50:22|879171.9800985995|19.082973957061768|16777216|18|3
Independent|2022-03-01 13:51:52|1059162.963621626|15.840070486068726|16777216|2|4
Concurrent|2022-03-01 13:52:23|1269228.316652955|13.218438148498535|16777216|2|4
Independent|2022-03-01 13:53:05|773132.9152656912|21.700299739837646|16777216|4|4
Concurrent|2022-03-01 13:53:46|724168.5728803569|23.167556047439575|16777216|4|4
Independent|2022-03-01 13:54:28|816686.9421609363|20.543019771575928|16777216|6|4
Concurrent|2022-03-01 13:55:02|917794.928890544|18.27991795539856|16777216|6|4
Independent|2022-03-01 13:55:45|677548.7688815834|24.76163601875305|16777216|8|4
Concurrent|2022-03-01 13:56:23|903875.7098966266|18.561419248580933|16777216|8|4
Independent|2022-03-01 13:57:06|808369.6085013924|20.754387378692627|16777216|10|4
Concurrent|2022-03-01 13:57:40|921468.035922469|18.207051515579224|16777216|10|4
Independent|2022-03-01 13:58:21|806572.4064404758|20.80063223838806|16777216|12|4
Concurrent|2022-03-01 13:58:56|909848.6686319852|18.43956756591797|16777216|12|4
Independent|2022-03-01 13:59:38|788882.3935366049|21.26706862449646|16777216|14|4
Concurrent|2022-03-01 14:00:12|925266.9345136393|18.132298231124878|16777216|14|4
Independent|2022-03-01 14:00:53|805995.9953718946|20.815507888793945|16777216|16|4
Concurrent|2022-03-01 14:01:29|859493.8898648545|19.519878149032593|16777216|16|4
Independent|2022-03-01 14:02:16|633315.1643336741|26.491101026535034|16777216|18|4
Concurrent|2022-03-01 14:02:52|859341.6331275529|19.52333664894104|16777216|18|4
Independent|2022-03-01 14:04:13|1898255.0626387873|8.838230609893799|16777216|2|5
Concurrent|2022-03-01 14:04:41|1754114.263493404|9.564494371414185|16777216|2|5
Independent|2022-03-01 14:05:19|998120.5464286817|16.808807373046875|16777216|4|5
Concurrent|2022-03-01 14:05:48|1478415.373845943|11.348107099533081|16777216|4|5
Independent|2022-03-01 14:06:27|939790.0754054965|17.852088928222656|16777216|6|5
Concurrent|2022-03-01 14:07:00|1167507.3274987342|14.370116233825684|16777216|6|5
Independent|2022-03-01 14:07:41|838015.3828842242|20.020176649093628|16777216|8|5
Concurrent|2022-03-01 14:08:11|1447589.4690885583|11.589761018753052|16777216|8|5
Independent|2022-03-01 14:08:52|818398.667465301|20.50005292892456|16777216|10|5
Concurrent|2022-03-01 14:09:22|1059811.0559417778|15.830384016036987|16777216|10|5
Independent|2022-03-01 14:09:54|1141458.2568332427|14.698054790496826|16777216|12|5
Concurrent|2022-03-01 14:10:27|1178642.3412174697|14.234357118606567|16777216|12|5
Independent|2022-03-01 14:10:55|1354735.1065887525|12.384130239486694|16777216|14|5
Concurrent|2022-03-01 14:11:21|1074840.2977949434|15.609031438827515|16777216|14|5
Independent|2022-03-01 14:11:58|1009321.0776445965|16.622278451919556|16777216|16|5
Concurrent|2022-03-01 14:12:28|1461876.778263239|11.476491212844849|16777216|16|5
Independent|2022-03-01 14:13:02|961300.1701077305|17.452629804611206|16777216|18|5
Concurrent|2022-03-01 14:13:37|1045514.0455464474|16.046858549118042|16777216|18|5
Independent|2022-03-01 14:14:47|1317976.214265814|12.729528665542603|16777216|2|6
Concurrent|2022-03-01 14:15:11|2079307.699555389|8.068654775619507|16777216|2|6
Independent|2022-03-01 14:15:51|909510.976258406|18.44641399383545|16777216|4|6
Concurrent|2022-03-01 14:16:24|1309060.2440510595|12.816229104995728|16777216|4|6
Independent|2022-03-01 14:16:55|1050615.9766390913|15.968932867050171|16777216|6|6
Concurrent|2022-03-01 14:17:25|1522996.7123215424|11.015923976898193|16777216|6|6
Independent|2022-03-01 14:17:55|1185677.2181521745|14.149901628494263|16777216|8|6
Concurrent|2022-03-01 14:18:31|1085613.3679614335|15.454135417938232|16777216|8|6
Independent|2022-03-01 14:19:12|1043888.5948746781|16.071845293045044|16777216|10|6
Concurrent|2022-03-01 14:19:44|1039476.8839697234|16.140056848526|16777216|10|6
Independent|2022-03-01 14:20:18|1215105.17128711|13.807213068008423|16777216|12|6
Concurrent|2022-03-01 14:20:54|1097885.9503095471|15.281383275985718|16777216|12|6
Independent|2022-03-01 14:21:32|1179955.400640306|14.218517065048218|16777216|14|6
Concurrent|2022-03-01 14:22:05|1195117.8839610007|14.038126468658447|16777216|14|6
Independent|2022-03-01 14:22:43|994523.8194848684|16.8695969581604|16777216|16|6
Concurrent|2022-03-01 14:23:16|1125439.2690515583|14.907260179519653|16777216|16|6
Independent|2022-03-01 14:23:52|1199073.7774049607|13.991812944412231|16777216|18|6
Concurrent|2022-03-01 14:24:25|1154551.89473869|14.531365871429443|16777216|18|6
Independent|2022-03-01 14:25:25|2165297.0621703668|7.748228311538696|16777216|2|7
Concurrent|2022-03-01 14:25:52|1475477.4021510903|11.37070345878601|16777216|2|7
Independent|2022-03-01 14:26:27|989997.4591580986|16.946726322174072|16777216|4|7
Concurrent|2022-03-01 14:26:53|1598330.206369395|10.49671459197998|16777216|4|7
Independent|2022-03-01 14:27:26|1197739.0086023773|14.007405519485474|16777216|6|7
Concurrent|2022-03-01 14:27:56|1190140.6323760122|14.096834897994995|16777216|6|7
Independent|2022-03-01 14:28:27|1385531.8083311229|12.108863830566406|16777216|8|7
Concurrent|2022-03-01 14:28:55|1352085.2252311944|12.408401250839233|16777216|8|7
Independent|2022-03-01 14:29:26|1378610.020051699|12.169660568237305|16777216|10|7
Concurrent|2022-03-01 14:29:56|1183863.2733413442|14.171582460403442|16777216|10|7
Independent|2022-03-01 14:30:29|1168064.4351772177|14.363262414932251|16777216|12|7
Concurrent|2022-03-01 14:30:57|1188363.2050257127|14.117919445037842|16777216|12|7
Independent|2022-03-01 14:31:35|858584.646300664|19.540549755096436|16777216|14|7
Concurrent|2022-03-01 14:32:04|1347460.0972770576|12.450992822647095|16777216|14|7
Independent|2022-03-01 14:32:38|1071202.9148696486|15.662033557891846|16777216|16|7
Concurrent|2022-03-01 14:33:06|1141810.0525352985|14.693526268005371|16777216|16|7
Independent|2022-03-01 14:33:39|1036672.5240764972|16.18371820449829|16777216|18|7
Concurrent|2022-03-01 14:34:05|1279521.3718732945|13.11210298538208|16777216|18|7
Independent|2022-03-01 14:35:03|1554398.0592156488|10.793384552001953|16777216|2|8
Concurrent|2022-03-01 14:35:27|2019927.9822015823|8.305848598480225|16777216|2|8
Independent|2022-03-01 14:36:04|1023826.4567568769|16.38677716255188|16777216|4|8
Concurrent|2022-03-01 14:36:30|1653225.677241736|10.148170471191406|16777216|4|8
Independent|2022-03-01 14:37:02|1296030.9945286883|12.945073127746582|16777216|6|8
Concurrent|2022-03-01 14:37:30|1446616.318593317|11.597557544708252|16777216|6|8
Independent|2022-03-01 14:38:05|993300.6999833789|16.890369653701782|16777216|8|8
Concurrent|2022-03-01 14:38:29|1799442.5790915156|9.323562860488892|16777216|8|8
Independent|2022-03-01 14:39:04|1011145.3306547921|16.592289447784424|16777216|10|8
Concurrent|2022-03-01 14:39:29|1297301.091362986|12.93239951133728|16777216|10|8
Independent|2022-03-01 14:39:55|1300826.9091757424|12.89734697341919|16777216|12|8
Concurrent|2022-03-01 14:40:24|953909.8017067686|17.58784317970276|16777216|12|8
Independent|2022-03-01 14:40:57|882866.6276075251|19.003114938735962|16777216|14|8
Concurrent|2022-03-01 14:41:22|1222271.8789991427|13.726255416870117|16777216|14|8
Independent|2022-03-01 14:41:49|1196274.2113028222|14.024557113647461|16777216|16|8
Concurrent|2022-03-01 14:42:12|1363483.7683857598|12.304668664932251|16777216|16|8
Independent|2022-03-01 14:42:47|1065712.6509613227|15.742720127105713|16777216|18|8
Concurrent|2022-03-01 14:43:13|1218175.9558669324|13.77240777015686|16777216|18|8
Independent|2022-03-01 14:44:05|2225984.3079276094|7.536987543106079|16777216|2|9
Concurrent|2022-03-01 14:44:25|1621364.8171809767|10.347588539123535|16777216|2|9
Independent|2022-03-01 14:44:59|1278151.074661684|13.126160383224487|16777216|4|9
Concurrent|2022-03-01 14:45:19|1788576.8867481728|9.38020396232605|16777216|4|9
Independent|2022-03-01 14:45:53|992344.4719089582|16.90664529800415|16777216|6|9
Concurrent|2022-03-01 14:46:13|1794154.9731797217|9.351040601730347|16777216|6|9
Independent|2022-03-01 14:46:44|1022402.3017765854|16.409603118896484|16777216|8|9
Concurrent|2022-03-01 14:47:12|1233147.6238223838|13.605196714401245|16777216|8|9
Independent|2022-03-01 14:47:44|1227999.2200427847|13.66223669052124|16777216|10|9
Concurrent|2022-03-01 14:48:17|1148592.8112225707|14.606756925582886|16777216|10|9
Independent|2022-03-01 14:48:50|1045751.0064424286|16.043222427368164|16777216|12|9
Concurrent|2022-03-01 14:49:14|1212260.804032916|13.839609384536743|16777216|12|9
Independent|2022-03-01 14:49:46|987466.9748379748|16.990154027938843|16777216|14|9
Concurrent|2022-03-01 14:50:10|1251300.7870597292|13.407820224761963|16777216|14|9
Independent|2022-03-01 14:50:38|1053095.5212196624|15.931333541870117|16777216|16|9
Concurrent|2022-03-01 14:51:02|1337782.8320077888|12.54106092453003|16777216|16|9
Independent|2022-03-01 14:51:33|1287968.767411001|13.02610468864441|16777216|18|9
Concurrent|2022-03-01 14:51:57|1319785.8194831621|12.712074756622314|16777216|18|9
Independent|2022-03-01 14:53:11|1435237.5520171025|11.689504623413086|16777216|2|10
Concurrent|2022-03-01 14:53:40|1673925.4091440728|10.02267837524414|16777216|2|10
Independent|2022-03-01 14:54:24|869818.1077095566|19.288188934326172|16777216|4|10
Concurrent|2022-03-01 14:55:01|1062301.0158246276|15.793278694152832|16777216|4|10
Independent|2022-03-01 14:55:44|851714.5127597571|19.698168516159058|16777216|6|10
Concurrent|2022-03-01 14:56:21|1032401.7248130674|16.25066637992859|16777216|6|10
Independent|2022-03-01 14:57:05|847065.8374582015|19.80627155303955|16777216|8|10
Concurrent|2022-03-01 14:57:41|1050459.266952408|15.971315145492554|16777216|8|10
Independent|2022-03-01 14:58:24|882381.9448273852|19.013553142547607|16777216|10|10
Concurrent|2022-03-01 14:59:05|806758.3570073883|20.795837879180908|16777216|10|10
Independent|2022-03-01 14:59:49|875262.5079093326|19.16821050643921|16777216|12|10
Concurrent|2022-03-01 15:00:25|1042143.0530834818|16.098764896392822|16777216|12|10
Independent|2022-03-01 15:01:09|856480.0373988433|19.588566303253174|16777216|14|10
Concurrent|2022-03-01 15:01:44|1083351.426887415|15.4864022731781|16777216|14|10
Independent|2022-03-01 15:02:26|868789.3990450924|19.31102752685547|16777216|16|10
Concurrent|2022-03-01 15:03:02|1043582.7506657464|16.076555490493774|16777216|16|10
Independent|2022-03-01 15:03:46|859407.2167760455|19.521846771240234|16777216|18|10
Concurrent|2022-03-01 15:04:21|1067694.838746055|15.713493585586548|16777216|18|10
Independent|2022-03-01 15:05:33|1374104.7032118908|12.209561586380005|16777216|2|11
Concurrent|2022-03-01 15:06:04|1652471.5452604583|10.152801752090454|16777216|2|11
Independent|2022-03-01 15:06:47|877363.306990112|19.122313261032104|16777216|4|11
Concurrent|2022-03-01 15:07:23|1064962.1103519297|15.753814935684204|16777216|4|11
Independent|2022-03-01 15:08:06|897043.808371451|18.702783346176147|16777216|6|11
Concurrent|2022-03-01 15:08:40|1051505.1754218824|15.955428838729858|16777216|6|11
Independent|2022-03-01 15:09:21|878191.1990725377|19.104286193847656|16777216|8|11
Concurrent|2022-03-01 15:09:57|1073362.881174961|15.630516290664673|16777216|8|11
Independent|2022-03-01 15:10:45|655608.1188043858|25.590311527252197|16777216|10|11
Concurrent|2022-03-01 15:11:21|1093144.4881421376|15.347665548324585|16777216|10|11
Independent|2022-03-01 15:12:04|875890.0758833323|19.154476642608643|16777216|12|11
Concurrent|2022-03-01 15:12:39|1074885.612115419|15.608373403549194|16777216|12|11
Independent|2022-03-01 15:13:24|853271.8713315324|19.662216186523438|16777216|14|11
Concurrent|2022-03-01 15:14:01|1035614.7937183786|16.200247526168823|16777216|14|11
Independent|2022-03-01 15:14:44|878217.2510339018|19.103719472885132|16777216|16|11
Concurrent|2022-03-01 15:15:20|1095069.8022221334|15.320681810379028|16777216|16|11
Independent|2022-03-01 15:16:03|874740.8119550028|19.17964243888855|16777216|18|11
Concurrent|2022-03-01 15:16:39|1050827.3389932876|15.965720891952515|16777216|18|11
Independent|2022-03-01 15:17:45|1425335.4789096008|11.770713806152344|16777216|2|12
Concurrent|2022-03-01 15:18:05|1905502.6107412474|8.804614543914795|16777216|2|12
Independent|2022-03-01 15:18:39|1111613.415653022|15.092671394348145|16777216|4|12
Concurrent|2022-03-01 15:19:07|1373150.2398092316|12.218048334121704|16777216|4|12
Independent|2022-03-01 15:19:47|921033.5096303121|18.215641260147095|16777216|6|12
Concurrent|2022-03-01 15:20:12|1401532.2041313413|11.970624685287476|16777216|6|12
Independent|2022-03-01 15:20:47|1010749.1532604015|16.598793029785156|16777216|8|12
Concurrent|2022-03-01 15:21:09|1620427.0804855188|10.35357666015625|16777216|8|12
Independent|2022-03-01 15:21:53|712812.265639048|23.536654472351074|16777216|10|12
Concurrent|2022-03-01 15:22:25|1246184.1093879095|13.462871074676514|16777216|10|12
Independent|2022-03-01 15:22:57|1301066.1236949356|12.894975662231445|16777216|12|12
Concurrent|2022-03-01 15:23:27|1265665.7790180417|13.255644798278809|16777216|12|12
Independent|2022-03-01 15:24:07|903565.8253116071|18.567785024642944|16777216|14|12
Concurrent|2022-03-01 15:24:29|1862960.7402983734|9.0056734085083|16777216|14|12
Independent|2022-03-01 15:25:11|919486.4527209516|18.246289491653442|16777216|16|12
Concurrent|2022-03-01 15:25:35|1325394.9388158186|12.658276796340942|16777216|16|12
Independent|2022-03-01 15:26:13|916450.3544456684|18.306737422943115|16777216|18|12
Concurrent|2022-03-01 15:26:41|1103243.936489517|15.207168102264404|16777216|18|12
Independent|2022-03-01 15:27:29|2464516.8790955856|6.807507038116455|16777216|2|13
Concurrent|2022-03-01 15:27:47|2389616.7745487588|7.020881414413452|16777216|2|13
Independent|2022-03-01 15:28:20|914663.6256060161|18.342498302459717|16777216|4|13
Concurrent|2022-03-01 15:28:44|1304056.97897929|12.865401029586792|16777216|4|13
Independent|2022-03-01 15:29:14|1354125.0011818064|12.389709949493408|16777216|6|13
Concurrent|2022-03-01 15:29:36|1317933.9793690676|12.729936599731445|16777216|6|13
Independent|2022-03-01 15:30:08|901130.3449292451|18.61796808242798|16777216|8|13
Concurrent|2022-03-01 15:30:33|1295501.1557664233|12.950367450714111|16777216|8|13
Independent|2022-03-01 15:31:09|895363.2294347447|18.73788809776306|16777216|10|13
Concurrent|2022-03-01 15:31:31|1597125.716547092|10.50463080406189|16777216|10|13
Independent|2022-03-01 15:31:59|1014219.3317439915|16.54199981689453|16777216|12|13
Concurrent|2022-03-01 15:32:23|1253967.0612179933|13.379311561584473|16777216|12|13
Independent|2022-03-01 15:32:55|966385.0638404926|17.360798120498657|16777216|14|13
Concurrent|2022-03-01 15:33:21|1357816.9282727789|12.356022119522095|16777216|14|13
Independent|2022-03-01 15:33:56|937728.882692474|17.891329050064087|16777216|16|13
Concurrent|2022-03-01 15:34:22|1314010.9865316418|12.767941951751709|16777216|16|13
Independent|2022-03-01 15:34:56|949406.9221198006|17.67125940322876|16777216|18|13
Concurrent|2022-03-01 15:35:16|1746941.2758490604|9.603766441345215|16777216|18|13
Independent|2022-03-01 15:36:10|1591365.904058485|10.542651414871216|16777216|2|14
Concurrent|2022-03-01 15:36:30|1811766.304331759|9.260143518447876|16777216|2|14
Independent|2022-03-01 15:37:02|1081560.8940203877|15.512040138244629|16777216|4|14
Concurrent|2022-03-01 15:37:24|1393919.8215700076|12.035997867584229|16777216|4|14
Independent|2022-03-01 15:37:59|893359.9431335081|18.779906272888184|16777216|6|14
Concurrent|2022-03-01 15:38:22|1471674.3675836364|11.400087118148804|16777216|6|14
Independent|2022-03-01 15:38:55|1048308.0684792019|16.00408935546875|16777216|8|14
Concurrent|2022-03-01 15:39:20|1195985.1941573764|14.02794623374939|16777216|8|14
Independent|2022-03-01 15:39:55|925487.4260834972|18.127978324890137|16777216|10|14
Concurrent|2022-03-01 15:40:17|1419979.5593082088|11.815110921859741|16777216|10|14
Independent|2022-03-01 15:40:47|920846.4403207968|18.21934175491333|16777216|12|14
Concurrent|2022-03-01 15:41:15|864456.407931741|19.407821893692017|16777216|12|14
Independent|2022-03-01 15:41:50|898691.6029706062|18.668490886688232|16777216|14|14
Concurrent|2022-03-01 15:42:17|1094690.3037964327|15.325993061065674|16777216|14|14
Independent|2022-03-01 15:42:48|1267035.155544332|13.241318464279175|16777216|16|14
Concurrent|2022-03-01 15:43:10|1323454.07813871|12.67684030532837|16777216|16|14
Independent|2022-03-01 15:43:47|800180.9687286721|20.966777086257935|16777216|18|14
Concurrent|2022-03-01 15:44:11|1380460.4601008322|12.153347730636597|16777216|18|14
Independent|2022-03-01 15:45:09|1798833.8271373434|9.326718091964722|16777216|2|15
Concurrent|2022-03-01 15:45:28|1793851.2345308224|9.35262393951416|16777216|2|15
Independent|2022-03-01 15:46:02|1128108.852273826|14.871983289718628|16777216|4|15
Concurrent|2022-03-01 15:46:26|1324952.5281704112|12.662503480911255|16777216|4|15
Independent|2022-03-01 15:46:55|1257076.3016355985|13.346219301223755|16777216|6|15
Concurrent|2022-03-01 15:47:15|1503237.0947700557|11.160725116729736|16777216|6|15
Independent|2022-03-01 15:47:46|1033150.4379870223|16.238889694213867|16777216|8|15
Concurrent|2022-03-01 15:48:15|886666.9271273286|18.921666622161865|16777216|8|15
Independent|2022-03-01 15:48:41|1285295.4169654206|13.053198337554932|16777216|10|15
Concurrent|2022-03-01 15:49:04|1408974.5205059007|11.907394886016846|16777216|10|15
Independent|2022-03-01 15:49:34|956436.1866357398|17.541385650634766|16777216|12|15
Concurrent|2022-03-01 15:49:59|1329052.2652787312|12.623443365097046|16777216|12|15
Independent|2022-03-01 15:50:31|1011600.1597437307|16.584829330444336|16777216|14|15
Concurrent|2022-03-01 15:50:53|1720797.1195749387|9.749676942825317|16777216|14|15
Independent|2022-03-01 15:51:22|1168218.8496224661|14.361363887786865|16777216|16|15
Concurrent|2022-03-01 15:51:45|1230871.9561532391|13.630350351333618|16777216|16|15
Independent|2022-03-01 15:52:11|1240184.823399852|13.52799654006958|16777216|18|15
Concurrent|2022-03-01 15:52:33|1437086.6206944045|11.674463987350464|16777216|18|15
Independent|2022-03-01 15:53:47|1344827.417601936|12.475367307662964|16777216|2|16
Concurrent|2022-03-01 15:54:17|1667459.753247665|10.06154179573059|16777216|2|16
Independent|2022-03-01 15:54:59|933459.2477100027|17.973163843154907|16777216|4|16
Concurrent|2022-03-01 15:55:33|1107594.000792124|15.147442102432251|16777216|4|16
Independent|2022-03-01 15:56:13|860262.6511467804|19.502434492111206|16777216|6|16
Concurrent|2022-03-01 15:56:44|1094709.343145622|15.325726509094238|16777216|6|16
Independent|2022-03-01 15:57:29|683086.6349735863|24.560890436172485|16777216|8|16
Concurrent|2022-03-01 15:58:00|1097875.5530416907|15.281527996063232|16777216|8|16
Independent|2022-03-01 15:58:39|859442.4003522934|19.521047592163086|16777216|10|16
Concurrent|2022-03-01 15:59:13|1079996.2806097427|15.534512758255005|16777216|10|16
Independent|2022-03-01 15:59:53|857290.588328133|19.570045709609985|16777216|12|16
Concurrent|2022-03-01 16:00:25|1120330.5911092595|14.975236892700195|16777216|12|16
Independent|2022-03-01 16:01:05|847250.2827619031|19.8019597530365|16777216|14|16
Concurrent|2022-03-01 16:01:38|1090552.1286039462|15.384148597717285|16777216|14|16
Independent|2022-03-01 16:02:25|644312.2508960238|26.038952350616455|16777216|16|16
Concurrent|2022-03-01 16:02:59|1045496.4614901659|16.047128438949585|16777216|16|16
Independent|2022-03-01 16:03:40|851632.7511737753|19.70005965232849|16777216|18|16
Concurrent|2022-03-01 16:04:13|1087060.5382824384|15.4335618019104|16777216|18|16
Independent|2022-03-01 16:05:19|2439267.809266305|6.87797212600708|16777216|2|17
Concurrent|2022-03-01 16:05:39|1919593.8042378197|8.73998236656189|16777216|2|17
Independent|2022-03-01 16:06:13|1340225.970619635|12.518199443817139|16777216|4|17
Concurrent|2022-03-01 16:06:35|2031997.2122032316|8.256515264511108|16777216|4|17
Independent|2022-03-01 16:07:05|1017060.1211293538|16.495795726776123|16777216|6|17
Concurrent|2022-03-01 16:07:28|1301176.236190131|12.893884420394897|16777216|6|17
Independent|2022-03-01 16:08:06|750732.1948863439|22.347804069519043|16777216|8|17
Concurrent|2022-03-01 16:08:28|1493419.629450107|11.23409366607666|16777216|8|17
Independent|2022-03-01 16:08:58|1103021.4938736383|15.210234880447388|16777216|10|17
Concurrent|2022-03-01 16:09:23|1288483.826596535|13.020897626876831|16777216|10|17
Independent|2022-03-01 16:09:54|981732.6549551325|17.089393854141235|16777216|12|17
Concurrent|2022-03-01 16:10:12|1850228.475286822|9.06764554977417|16777216|12|17
Independent|2022-03-01 16:10:46|995009.22881752|16.861367225646973|16777216|14|17
Concurrent|2022-03-01 16:11:08|1400814.9233000628|11.976754188537598|16777216|14|17
Independent|2022-03-01 16:11:49|760890.3652861628|22.049452543258667|16777216|16|17
Concurrent|2022-03-01 16:12:14|1301827.7413742892|12.887431621551514|16777216|16|17
Independent|2022-03-01 16:12:49|943134.5039909093|17.78878402709961|16777216|18|17
Concurrent|2022-03-01 16:13:10|1935474.687493483|8.668269395828247|16777216|18|17
Independent|2022-03-01 16:14:16|1491417.7028710588|11.249173164367676|16777216|2|18
Concurrent|2022-03-01 16:14:43|1728913.5167545201|9.703907012939453|16777216|2|18
Independent|2022-03-01 16:15:26|987685.4907038638|16.986395120620728|16777216|4|18
Concurrent|2022-03-01 16:16:00|1103299.3925028865|15.206403732299805|16777216|4|18
Independent|2022-03-01 16:16:44|894428.3589776591|18.75747323036194|16777216|6|18
Concurrent|2022-03-01 16:17:22|796650.5908493248|21.059691905975342|16777216|6|18
Independent|2022-03-01 16:18:04|907178.6543004549|18.493839025497437|16777216|8|18
Concurrent|2022-03-01 16:18:37|1141707.5141329835|14.694845914840698|16777216|8|18
Independent|2022-03-01 16:19:22|884696.3059801861|18.96381378173828|16777216|10|18
Concurrent|2022-03-01 16:19:56|1067684.6328560298|15.713643789291382|16777216|10|18
Independent|2022-03-01 16:20:39|899294.8208852368|18.65596866607666|16777216|12|18
Concurrent|2022-03-01 16:21:12|1110258.4788083578|15.111090183258057|16777216|12|18
Independent|2022-03-01 16:21:57|864153.0818034898|19.414634227752686|16777216|14|18
Concurrent|2022-03-01 16:22:37|787103.7706026607|21.315125942230225|16777216|14|18
Independent|2022-03-01 16:23:17|962315.4822881697|17.434216022491455|16777216|16|18
Concurrent|2022-03-01 16:23:50|1100810.1193125197|15.240790128707886|16777216|16|18
Independent|2022-03-01 16:24:35|866888.0879574616|19.353381633758545|16777216|18|18
Concurrent|2022-03-01 16:25:08|1076084.1986863983|15.590988159179688|16777216|18|18
Independent|2022-03-01 16:26:18|1545652.0030501527|10.854458808898926|16777216|2|19
Concurrent|2022-03-01 16:26:39|2070781.2604654082|8.101877450942993|16777216|2|19
Independent|2022-03-01 16:27:14|911720.0599388446|18.401718616485596|16777216|4|19
Concurrent|2022-03-01 16:27:38|1337962.1561509748|12.539380073547363|16777216|4|19
Independent|2022-03-01 16:28:12|918565.0129046394|18.26459288597107|16777216|6|19
Concurrent|2022-03-01 16:28:47|898495.9453087747|18.672556161880493|16777216|6|19
Independent|2022-03-01 16:29:22|900189.1566636985|18.637434005737305|16777216|8|19
Concurrent|2022-03-01 16:29:50|1276297.172875388|13.145226955413818|16777216|8|19
Independent|2022-03-01 16:30:25|873313.3353089737|19.210992574691772|16777216|10|19
Concurrent|2022-03-01 16:30:49|1444194.8033685372|11.617003440856934|16777216|10|19
Independent|2022-03-01 16:31:23|995186.224737227|16.858368396759033|16777216|12|19
Concurrent|2022-03-01 16:31:46|1558080.4314129588|10.76787543296814|16777216|12|19
Independent|2022-03-01 16:32:25|707845.5673064912|23.701802730560303|16777216|14|19
Concurrent|2022-03-01 16:32:49|1575965.776714922|10.645672798156738|16777216|14|19
Independent|2022-03-01 16:33:23|963016.2214220862|17.42153000831604|16777216|16|19
Concurrent|2022-03-01 16:33:51|1159207.3084253669|14.473007440567017|16777216|16|19
